FLYBASE,SYMBOL,GENENAME,chromosome_name,start_position,end_position,ensembl_transcript_id,flybase_transcript_id,transcript_start,transcript_end,transcription_start_site,transcript_length,transcript_count
FBgn0000723,FER,FER tyrosine kinase,3R,9367603,9394546,FBtr0082052,FBtr0082052,9367603,9394546,9394546,4958,21
FBgn0000808,gd,gastrulation-defective,X,11985154,11987764,FBtr0332310,FBtr0332310,11985534,11987764,11987764,1932,16
FBgn0000810,fs(1)K10,female sterile (1) K10,X,2242138,2246041,FBtr0070396,FBtr0070396,2242138,2246041,2242138,3052,3
FBgn0000826,png,pan gu,X,1356488,1357601,FBtr0070234,FBtr0070234,1356488,1357601,1357601,1114,3
FBgn0000927,fs(1)Ya,female sterile (1) Young arrest,X,2724286,2726577,FBtr0070485,FBtr0070485,2724286,2726577,2724286,2235,4
FBgn0000928,fs(1)Yb,female sterile (1) Yb,X,2720468,2724158,FBtr0070484,FBtr0070484,2720468,2724158,2720468,3502,4
FBgn0000964,tj,traffic jam,2L,19464267,19467758,FBtr0329891,FBtr0329891,19464267,19467758,19464267,3492,6
FBgn0000996,dup,double parked,2R,15376619,15380988,FBtr0339999,FBtr0339999,15376619,15380614,15380614,2764,6
FBgn0001075,ft,fat,2L,4198404,4221796,FBtr0077478,FBtr0077478,4198404,4221796,4221796,16852,3
FBgn0001077,ftz,fushi tarazu,3R,6864324,6866244,FBtr0081625,FBtr0081625,6864324,6866244,6864324,1774,3
FBgn0001078,ftz-f1,ftz transcription factor 1,3L,18750607,18801309,FBtr0075087,FBtr0075087,18751749,18764956,18764956,3980,12
FBgn0001079,fu,fused,X,18657755,18661204,FBtr0074602,FBtr0074602,18657755,18661204,18657755,3251,4
FBgn0001083,fw,furrowed,X,11992915,12003914,FBtr0112806,FBtr0112806,11992915,11998500,11998500,3938,12
FBgn0001084,fy,fuzzy,2L,8401476,8403280,FBtr0079712,FBtr0079712,8401476,8403280,8403280,1688,6
FBgn0001085,fz,frizzled,3L,14274343,14368639,FBtr0330102,FBtr0330102,14274343,14368639,14274343,3817,6
FBgn0001086,fzy,fizzy,2L,16310956,16313097,FBtr0080833,FBtr0080833,16310956,16313097,16310956,1996,3
FBgn0001087,g,garnet,X,13727204,13736278,FBtr0331709,FBtr0331709,13727204,13736257,13736257,4147,12
FBgn0001089,Gal,beta galactosidase,2L,6003574,6006827,FBtr0079230,FBtr0079230,6003574,6006827,6006827,2345,6
FBgn0001090,bnb,bangles and beads,X,18794246,18797687,FBtr0074658,FBtr0074658,18794520,18796614,18796614,2095,16
FBgn0001091,Gapdh1,Glyceraldehyde 3 phosphate dehydrogenase 1,2R,7791901,7793380,FBtr0100479,FBtr0100479,7791901,7793230,7793230,1330,6
FBgn0001092,Gapdh2,Glyceraldehyde 3 phosphate dehydrogenase 2,X,15868145,15869661,FBtr0074112,FBtr0074112,15868145,15869661,15868145,1443,8
FBgn0001098,Gdh,Glutamate dehydrogenase,3R,23935958,23943101,FBtr0089496,FBtr0089496,23935958,23938770,23938770,1835,12
FBgn0001099,gdl,gonadal,3L,15509445,15511047,FBtr0346516,FBtr0346516,15509598,15511047,15509598,1022,9
FBgn0001104,Galphai,G protein alpha i subunit,3L,6972750,6980044,FBtr0076934,FBtr0076934,6972750,6980044,6980044,2067,3
FBgn0001105,Gbeta13F,G protein beta-subunit 13F,X,15860115,15866175,FBtr0331597,FBtr0331597,15860115,15863169,15860115,1850,24
FBgn0001108,DCTN1-p150,"Dynactin 1, p150 subunit",3L,13929387,13934656,FBtr0075756,FBtr0075756,13929387,13934656,13929387,4550,3
FBgn0001112,Gld,Glucose dehydrogenase,3R,7252063,7265703,FBtr0081596,FBtr0081596,7252063,7265703,7265703,2899,6
FBgn0001114,Glt,Glutactin,2L,8672698,8676804,FBtr0307091,FBtr0307091,8673152,8676804,8673152,3260,6
FBgn0001120,gnu,giant nuclei,3L,14802380,14803360,FBtr0075697,FBtr0075697,14802380,14803360,14803360,923,3
FBgn0001122,Galphao,G protein alpha o subunit,2R,10437985,10465701,FBtr0333064,FBtr0333064,10459163,10462686,10459163,1785,30
FBgn0001123,Galphas,G protein alpha s subunit,2R,23942538,23946936,FBtr0072142,FBtr0072142,23942538,23946936,23942538,1637,10
FBgn0001124,Got1,Glutamate oxaloacetate transaminase 1,2R,16138352,16141928,FBtr0087232,FBtr0087232,16138679,16141928,16138679,1683,6
FBgn0001125,Got2,Glutamate oxaloacetate transaminase 2,2L,1984512,1987758,FBtr0077867,FBtr0077867,1984512,1987758,1987758,1575,6
FBgn0001128,Gpdh1,Glycerol-3-phosphate dehydrogenase 1,2L,5943643,5948968,FBtr0333230,FBtr0333230,5943643,5948968,5943643,2078,18
FBgn0001133,grau,grauzone,2R,21009764,21011921,FBtr0071548,FBtr0071548,21009764,21011921,21011921,1894,3
FBgn0001134,Grd,Glycine receptor,3L,17823333,17839767,FBtr0075139,FBtr0075139,17823333,17839767,17823333,4071,3
FBgn0001137,grk,gurken,2L,8431086,8433598,FBtr0079708,FBtr0079708,8431086,8433598,8433598,1718,3
FBgn0001138,grn,grain,3R,8147368,8181444,FBtr0300040,FBtr0300040,8147368,8181444,8181444,4090,9
FBgn0001139,gro,groucho,3R,26041736,26049911,FBtr0084964,FBtr0084964,26042080,26048899,26042080,2908,30
FBgn0001142,Gs1,Glutamine synthetase 1,2L,132077,134472,FBtr0078114,FBtr0078114,132077,134472,132077,2176,6
FBgn0001145,Gs2,Glutamine synthetase 2,X,11422832,11430197,FBtr0343562,FBtr0343562,11423957,11430197,11423957,1829,24
FBgn0001147,gsb-n,gooseberry-neuro,2R,25040383,25052331,FBtr0072461,FBtr0072461,25040383,25052331,25052331,2237,1
FBgn0001148,gsb,gooseberry,2R,25061964,25064643,FBtr0072444,FBtr0072444,25061964,25064643,25061964,1649,1
FBgn0001149,GstD1,Glutathione S transferase D1,3R,12367817,12369268,FBtr0082607,FBtr0082607,12367817,12369268,12369268,825,6
FBgn0001150,gt,giant,X,2427113,2428967,FBtr0070460,FBtr0070460,2427113,2428967,2428967,1780,4
FBgn0001168,h,hairy,3L,8675759,8679253,FBtr0076569,FBtr0076569,8675955,8679253,8675955,2139,6
FBgn0001169,H,Hairless,3R,20621938,20628915,FBtr0083915,FBtr0083915,20621938,20627251,20621938,3884,12
FBgn0001170,H2.0,Homeodomain protein 2.0,2L,6013059,6019402,FBtr0079227,FBtr0079227,6013059,6019402,6019402,1662,3
FBgn0001174,halo,halo,2L,1517533,1518148,FBtr0114554,FBtr0114554,1517533,1518148,1518148,616,3
FBgn0001179,hay,haywire,3L,10631079,10633969,FBtr0114599,FBtr0114599,10631342,10633969,10631342,2511,6
FBgn0001180,hb,hunchback,3R,8690980,8697822,FBtr0081951,FBtr0081951,8690980,8694600,8694600,3338,6
FBgn0001185,her,hermaphrodite,2L,16677185,16679691,FBtr0335138,FBtr0335138,16677185,16679691,16677185,2378,6
FBgn0001186,Hex-A,Hexokinase A,X,9585675,9589813,FBtr0071361,FBtr0071361,9585890,9588401,9585890,2512,12
FBgn0001187,Hex-C,Hexokinase C,2R,15218837,15220329,FBtr0087399,FBtr0087399,15218837,15220329,15220329,1493,3
FBgn0001189,hfw,halfway,X,1669570,1673608,FBtr0333115,FBtr0333115,1669570,1673608,1669570,3038,6
FBgn0001197,His2Av,Histone H2A variant,3R,26866929,26869220,FBtr0334311,FBtr0334311,26866929,26869220,26866929,1169,6
FBgn0001202,hook,hook,2L,19030844,19033498,FBtr0081180,FBtr0081180,19030844,19033498,19033498,2317,3
FBgn0001206,Hmr,Hybrid male rescue,X,10590920,10595855,FBtr0071511,FBtr0071511,10590920,10595855,10595855,4696,4
FBgn0001208,Hn,Henna,3L,7760453,7763166,FBtr0076811,FBtr0076811,7760453,7763166,7760453,1625,12
FBgn0001215,Hrb98DE,Heterogeneous nuclear ribonucleoprotein at 98DE,3R,28599834,28605777,FBtr0085300,FBtr0085300,28600407,28605777,28600407,1542,18
FBgn0001216,Hsc70-1,Heat shock protein cognate 1,3L,13974061,13977761,FBtr0075761,FBtr0075761,13974061,13977761,13974061,2611,9
FBgn0001217,Hsc70-2,Heat shock protein cognate 2,3R,13044759,13047388,FBtr0082707,FBtr0082707,13044759,13047388,13044759,2174,3
FBgn0001218,Hsc70-3,Heat shock 70-kDa protein cognate 3,X,11801696,11807117,FBtr0073610,FBtr0073610,11801696,11806353,11806353,3185,20
FBgn0001220,Hsc70-5,Heat shock protein cognate 5,2R,14252598,14256192,FBtr0339969,FBtr0339969,14252598,14256061,14256061,2791,6
FBgn0001222,Hsf,Heat shock factor,2R,18130303,18134634,FBtr0110966,FBtr0110966,18130303,18134634,18134634,2897,12
FBgn0001223,Hsp22,Heat shock protein 22,3L,9372931,9374964,FBtr0100559,FBtr0100559,9373997,9374964,9373997,968,6
FBgn0001224,Hsp23,Heat shock protein 23,3L,9381882,9382765,FBtr0309504,FBtr0309504,9381882,9382765,9381882,884,6
FBgn0001225,Hsp26,Heat shock protein 26,3L,9376418,9377427,FBtr0346539,FBtr0346539,9376418,9377427,9377427,1010,6
FBgn0001226,Hsp27,Heat shock protein 27,3L,9384063,9385694,FBtr0346541,FBtr0346541,9384063,9385694,9384063,1632,6
FBgn0001227,Hsp67Ba,Heat shock gene 67Ba,3L,9377802,9379534,FBtr0076495,FBtr0076495,9377802,9379534,9379534,1733,3
FBgn0001228,CG4456,uncharacterized protein,3L,9372722,9374964,FBtr0100653,FBtr0100653,9372931,9373491,9372931,427,12
FBgn0001229,Hsp67Bc,Heat shock gene 67Bc,3L,9371511,9372497,FBtr0076497,FBtr0076497,9371511,9372497,9372497,987,3
FBgn0001230,Hsp68,Heat shock protein 68,3R,24055080,24057310,FBtr0084589,FBtr0084589,24055080,24057310,24057310,2231,3
FBgn0001233,Hsp83,Heat shock protein 83,3L,3192969,3197059,FBtr0073040,FBtr0073040,3193216,3197059,3193216,2713,6
FBgn0001234,lncRNA:Hsromega,Heat shock RNA omega,3R,21296127,21317836,FBtr0334316,FBtr0334316,21296621,21310706,21296621,13374,21
FBgn0001235,hth,homothorax,3R,10507561,10639568,FBtr0100454,FBtr0100454,10582478,10639568,10639568,3868,15
FBgn0001247,Ide,Insulin degrading metalloproteinase,3L,20371672,20375896,FBtr0273273,FBtr0273273,20371672,20375896,20375896,3439,3
FBgn0001248,Idh,Isocitrate dehydrogenase,3L,8356404,8360906,FBtr0114549,FBtr0114549,8356404,8359086,8359086,1899,27
FBgn0001250,if,inflated,X,16752189,16783434,FBtr0074357,FBtr0074357,16752189,16783434,16783434,5724,16
FBgn0001253,ImpE1,Ecdysone-inducible gene E1,3L,8372405,8391171,FBtr0076607,FBtr0076607,8372405,8380150,8372405,919,9
FBgn0001254,ImpE2,Ecdysone-inducible gene E2,3L,3510974,3512681,FBtr0073141,FBtr0073141,3510974,3512681,3512681,1708,3
FBgn0001255,ImpE3,Ecdysone-inducible gene E3,3R,8028453,8029546,FBtr0310412,FBtr0310412,8028453,8029546,8029546,1094,3
FBgn0001256,ImpL1,Ecdysone-inducible gene L1,3L,13382765,13383999,FBtr0075843,FBtr0075843,13382770,13383999,13382770,1230,9
FBgn0001257,ImpL2,Ecdysone-inducible gene L2,3L,4224006,4236147,FBtr0333569,FBtr0333569,4224006,4227302,4227302,2355,12
FBgn0001258,Ldh,Lactate dehydrogenase,3L,6259105,6262694,FBtr0332067,FBtr0332067,6259492,6261160,6261160,1350,12
FBgn0001259,in,inturned,3L,20367198,20370259,FBtr0078183,FBtr0078183,20367198,20370259,20367198,3062,3
FBgn0001263,inaD,inactivation no afterpotential D,2R,22855688,22858794,FBtr0071909,FBtr0071909,22855688,22858794,22858794,2295,6
FBgn0001269,inv,invected,2R,11474465,11509695,FBtr0345673,FBtr0345673,11475708,11509695,11475708,4776,9
FBgn0001276,ix,intersex,2R,11359437,11360163,FBtr0088154,FBtr0088154,11359437,11360163,11360163,727,3
FBgn0001280,janA,janus A,3R,30038622,30039533,FBtr0085595,FBtr0085595,30038622,30039533,30039533,682,9
FBgn0001281,janB,janus B,3R,30037984,30038728,FBtr0085598,FBtr0085598,30037984,30038728,30038728,569,3
FBgn0001285,Jon44E,Jonah 44E,2R,8691448,8692844,FBtr0088704,FBtr0088704,8691448,8692347,8691448,900,6
FBgn0001291,Jra,Jun-related antigen,2R,10096480,10098556,FBtr0088411,FBtr0088411,10096928,10098556,10096928,1525,9
FBgn0001296,kar,karmoisin,3R,12682186,12689367,FBtr0302563,FBtr0302563,12682635,12689367,12689367,2321,6
FBgn0001297,kay,kayak,3R,29765995,29794113,FBtr0339165,FBtr0339165,29772892,29794113,29772892,3738,15
FBgn0001301,kel,kelch,2L,18129884,18138083,FBtr0081043,FBtr0081043,18129884,18138083,18138083,5476,6
FBgn0001308,Khc,Kinesin heavy chain,2R,16266960,16271971,FBtr0087184,FBtr0087184,16266960,16271971,16271971,3718,3
FBgn0001311,kkv,krotzkopf verkehrt,3R,5378093,5392866,FBtr0301398,FBtr0301398,5378093,5392866,5392866,5524,9
FBgn0001313,kl-2,male fertility factor kl2,Y,573088,664173,FBtr0346722,FBtr0346722,573088,664173,573088,13386,1
FBgn0001316,klar,klarsicht,3L,434083,540614,FBtr0333850,FBtr0333850,434299,540614,540614,8642,18
FBgn0001319,kn,knot,2R,14772650,14807061,FBtr0112809,FBtr0112809,14772650,14798956,14798956,3926,15
FBgn0001320,kni,knirps,3L,20692330,20695378,FBtr0078283,FBtr0078283,20692330,20695378,20695378,2100,6
FBgn0001321,knk,knickkopf,3R,10122365,10125664,FBtr0082194,FBtr0082194,10122365,10125664,10125664,2674,3
FBgn0001323,knrl,knirps-like,3L,20597141,20620659,FBtr0078212,FBtr0078212,20597141,20620659,20620659,3909,6
FBgn0001324,kto,kohtalo,3L,19836614,19844944,FBtr0074884,FBtr0074884,19836614,19844944,19836614,7740,6
FBgn0001325,Kr,Kruppel,2R,25226611,25231394,FBtr0072449,FBtr0072449,25226611,25229519,25226611,2536,2
FBgn0001330,kz,kurz,X,2237858,2242035,FBtr0070419,FBtr0070419,2237858,2242035,2242035,3927,6
FBgn0001341,Mybbp1A,MYB binding protein 1a,X,629773,633633,FBtr0070119,FBtr0070119,629773,633633,629773,3680,3
FBgn0001404,egh,egghead,X,2588503,2599111,FBtr0070440,FBtr0070440,2592121,2599111,2592121,3303,12
FBgn0001491,l(1)10Bb,lethal (1) 10Bb,X,11324294,11325308,FBtr0073460,FBtr0073460,11324294,11325308,11325308,934,4
FBgn0001565,Hlc,Helicase,X,21385518,21387946,FBtr0343853,FBtr0343853,21385671,21387946,21387946,1963,4
FBgn0001612,Grip91,Gamma-tubulin ring protein 91,X,13736570,13744683,FBtr0073841,FBtr0073841,13736570,13744683,13744683,3571,4
FBgn0001624,dlg1,discs large 1,X,11369665,11409776,FBtr0073485,FBtr0073485,11389668,11407751,11389668,4848,84
FBgn0001941,ifc,infertile crescent,2L,5986348,5988854,FBtr0332599,FBtr0332599,5987078,5988854,5987078,1656,6
FBgn0001942,eIF4A,eukaryotic translation initiation factor 4A,2L,5981764,5985909,FBtr0307068,FBtr0307068,5981764,5985909,5981764,2021,18
FBgn0001961,Arpc1,"Actin-related protein 2/3 complex, subunit 1",2L,13827941,13829741,FBtr0080569,FBtr0080569,13827941,13829741,13829741,1666,6
FBgn0001965,Sos,Son of sevenless,2L,13813816,13819824,FBtr0080541,FBtr0080541,13813816,13819824,13813816,5635,3
FBgn0001967,NimC3,Nimrod C3,2L,14019357,14020208,FBtr0290243,FBtr0290243,14019357,14020208,14020208,852,3
FBgn0001970,Pgant35A,Polypeptide N-acetylgalactosaminyltransferase 35A,2L,14359252,14361411,FBtr0080629,FBtr0080629,14359252,14361411,14359252,2160,3
FBgn0001977,CIAPIN1,Cytokine induced apoptosis inhibitor 1,2L,15036293,15038861,FBtr0080725,FBtr0080725,15036293,15038861,15038861,2358,3
FBgn0001978,stc,shuttle craft,2L,15113480,15118069,FBtr0332473,FBtr0332473,15113480,15118069,15113480,4112,12
FBgn0001981,esg,escargot,2L,15333866,15336138,FBtr0080734,FBtr0080734,15333866,15336138,15333866,2273,3
FBgn0001983,wor,worniu,2L,15423297,15425580,FBtr0080740,FBtr0080740,15423297,15425580,15425580,2222,3
FBgn0001986,Mtr4,Mtr4 helicase,2L,15752263,15755900,FBtr0080760,FBtr0080760,15752263,15755900,15752263,3585,3
FBgn0001987,Gli,Gliotactin,2L,15756002,15762758,FBtr0080769,FBtr0080769,15756002,15762408,15762408,4007,15
FBgn0001989,ND-B17,NADH dehydrogenase (ubiquinone) B17 subunit,2L,15749319,15751078,FBtr0343722,FBtr0343722,15749319,15751078,15751078,992,6
FBgn0001990,wek,weckle,2L,15766133,15768349,FBtr0331282,FBtr0331282,15766133,15768349,15768349,2033,6
FBgn0001991,Ca-alpha1D,Ca[2+]-channel protein alpha[[1]] subunit D,2L,16165831,16190540,FBtr0479786,FBtr0479786,16168346,16190079,16168346,8986,30
FBgn0001992,Cyp303a1,Cyp303a1,2L,16294183,16296969,FBtr0080828,FBtr0080828,16294183,16295996,16294183,1814,6
FBgn0001994,crp,cropped,2L,16263556,16287730,FBtr0343814,FBtr0343814,16263556,16287730,16287730,4402,6
FBgn0001995,mRpL4,mitochondrial ribosomal protein L4,2L,16328059,16329132,FBtr0080843,FBtr0080843,16328059,16329132,16329132,1012,3
FBgn0002021,l(2)37Bb,lethal (2) 37Bb,2L,19049843,19051612,FBtr0081177,FBtr0081177,19049843,19051612,19051612,1708,3
FBgn0002022,Catsup,Catecholamines up,2L,19041862,19043614,FBtr0081143,FBtr0081143,19041862,19043614,19041862,1698,3
FBgn0002023,Lim3,Lim3,2L,19079256,19108427,FBtr0081170,FBtr0081170,19079256,19083322,19083322,2562,21
FBgn0002031,l(2)37Cc,lethal (2) 37Cc,2L,19121345,19123869,FBtr0081164,FBtr0081164,19122040,19123869,19123869,1327,9
FBgn0002036,CG10561,uncharacterized protein,2L,19114401,19116570,FBtr0081155,FBtr0081155,19114401,19116570,19114401,2052,3
FBgn0002044,swm,second mitotic wave missing,2L,19493251,19497978,FBtr0081244,FBtr0081244,19493251,19497835,19493251,4005,12
FBgn0002069,AspRS,Aspartyl-tRNA synthetase,2R,12877004,12883168,FBtr0339391,FBtr0339391,12880432,12883168,12880432,1899,9
FBgn0002121,l(2)gl,lethal (2) giant larvae,2L,9839,21376,FBtr0078168,FBtr0078168,9839,21376,21376,5225,11
FBgn0002174,CG5504,uncharacterized protein,2R,23706913,23709026,FBtr0089504,FBtr0089504,23707081,23709026,23707081,1804,15
FBgn0002183,dre4,dre4,3L,1871574,1876312,FBtr0072865,FBtr0072865,1871574,1876312,1876312,3573,6
FBgn0002283,l(3)73Ah,lethal (3) 73Ah,3L,16588475,16590132,FBtr0075311,FBtr0075311,16588475,16590132,16588475,1404,6
FBgn0002284,Prosbeta6,Proteasome beta6 subunit,3L,16609400,16610418,FBtr0075360,FBtr0075360,16609400,16610418,16610418,944,3
FBgn0002306,sas,stranded at second,3R,7162808,7183702,FBtr0081571,FBtr0081571,7162890,7183702,7162890,5115,12
FBgn0002354,l(3)87Df,lethal (3) 87Df,3R,13030913,13031598,FBtr0082703,FBtr0082703,13030913,13031598,13030913,551,3
FBgn0002413,dco,discs overgrown,3R,31054085,31061210,FBtr0473370,FBtr0473370,31055186,31060773,31060773,3230,10
FBgn0002431,hyd,hyperplastic discs,3R,9714623,9725615,FBtr0339599,FBtr0339599,9714623,9725615,9725615,9083,6
FBgn0002440,l(3)mbn,lethal (3) malignant blood neoplasm,3L,6123934,6128807,FBtr0077062,FBtr0077062,6123934,6128807,6128807,2321,9
FBgn0002441,l(3)mbt,lethal (3) malignant brain tumor,3R,27266326,27273273,FBtr0085175,FBtr0085175,27266326,27273273,27273273,5398,3
FBgn0002466,sti,sticky,3L,12507998,12514815,FBtr0075970,FBtr0075970,12507998,12514815,12514815,6072,6
FBgn0002521,pho,pleiohomeotic,4,1172469,1181628,FBtr0089204,FBtr0089204,1172469,1181628,1181628,2381,2
FBgn0002522,lab,labial,3R,6661427,6678590,FBtr0081696,FBtr0081696,6661427,6678590,6678590,2775,6
FBgn0002524,lace,lace,2L,15499127,15505018,FBtr0343735,FBtr0343735,15499127,15504591,15499127,2564,6
FBgn0002525,Lam,Lamin,2L,5542480,5546642,FBtr0307059,FBtr0307059,5542779,5546642,5542779,3504,12
FBgn0002526,LanA,Laminin A,3L,6203831,6218022,FBtr0077014,FBtr0077014,6203831,6218022,6218022,11690,3
FBgn0002531,Lcp1,Larval cuticle protein 1,2R,8430115,8431243,FBtr0333557,FBtr0333557,8430115,8431243,8431243,1065,6
FBgn0002533,Lcp2,Larval cuticle protein 2,2R,8433797,8434785,FBtr0333556,FBtr0333556,8433797,8434785,8434785,927,6
FBgn0002534,Lcp3,Larval cuticle protein 3,2R,8435310,8436095,FBtr0333554,FBtr0333554,8435310,8436095,8435310,730,6
FBgn0002535,Lcp4,Larval cuticle protein 4,2R,8437647,8438495,FBtr0088744,FBtr0088744,8437647,8438495,8437647,792,6
FBgn0002542,lds,lodestar,3R,7920431,7924491,FBtr0081758,FBtr0081758,7920431,7924491,7920431,3543,3
FBgn0002543,robo2,roundabout 2,2L,1380086,1420453,FBtr0329985,FBtr0329985,1380086,1420453,1420453,6206,6
FBgn0002552,lin,lines,2R,8914524,8918234,FBtr0088651,FBtr0088651,8914524,8918234,8914524,3654,3
FBgn0002561,l(1)sc,lethal of scute,X,409721,410817,FBtr0070074,FBtr0070074,409721,410817,409721,1097,3
FBgn0002562,Lsp1alpha,Larval serum protein 1 alpha,X,12490291,12492982,FBtr0073651,FBtr0073651,12490291,12492982,12490291,2625,4
FBgn0002563,Lsp1beta,Larval serum protein 1 beta,2L,898500,901316,FBtr0078025,FBtr0078025,898644,901316,898644,2605,4
FBgn0002564,Lsp1gamma,Larval serum protein 1 gamma,3L,66430,68995,FBtr0072463,FBtr0072463,66430,68995,66430,2501,1
FBgn0002565,Lsp2,Larval serum protein 2,3L,12129393,12131869,FBtr0089324,FBtr0089324,12129393,12131696,12129393,2304,6
FBgn0002566,lt,light,2L,22924795,22943135,FBtr0344082,FBtr0344082,22924795,22943135,22924795,5316,4
FBgn0002567,Rab32,Rab32,2R,9177864,9186342,FBtr0089932,FBtr0089932,9177864,9186342,9186342,2156,21
FBgn0002569,Mal-A2,Maltase A2,2R,8453627,8455782,FBtr0088747,FBtr0088747,8453627,8455782,8453627,2036,3
FBgn0002570,Mal-A1,Maltase A1,2R,8449664,8451904,FBtr0088759,FBtr0088759,8449664,8451904,8451904,1826,3
FBgn0002571,Mal-A3,Maltase A3,2R,8455909,8457892,FBtr0088758,FBtr0088758,8455909,8457892,8457892,1795,3
FBgn0002573,sens,senseless,3L,13396228,13401125,FBtr0075862,FBtr0075862,13396228,13401125,13401125,2451,3
FBgn0002576,lz,lozenge,X,9284649,9303636,FBtr0112814,FBtr0112814,9284649,9303636,9284649,3105,8
FBgn0002577,m,miniature,X,11754273,11769508,FBtr0073555,FBtr0073555,11754273,11769508,11754273,3405,4
FBgn0002578,Kaz-m1,Kazal-type protease inhibitor m1,3R,26014721,26016487,FBtr0084957,FBtr0084957,26014721,26015452,26014721,670,6
FBgn0002579,RpL36,Ribosomal protein L36,X,628338,629483,FBtr0070157,FBtr0070157,628349,629416,629416,535,15
FBgn0002590,RpS5a,Ribosomal protein S5a,X,17143588,17148264,FBtr0343293,FBtr0343293,17143588,17148264,17148264,1380,16
FBgn0002592,E(spl)m2-BFM,"Enhancer of split m2, Bearded family member",3R,26016514,26017470,FBtr0084981,FBtr0084981,26016514,26017470,26017470,957,3
FBgn0002593,RpLP1,Ribosomal protein LP1,2L,419952,420864,FBtr0331932,FBtr0331932,419952,420864,419952,768,4
FBgn0002609,E(spl)m3-HLH,"Enhancer of split m3, helix-loop-helix",3R,26021823,26023127,FBtr0084958,FBtr0084958,26021823,26023127,26021823,1305,3
FBgn0002622,RpS3,Ribosomal protein S3,3R,23358812,23360207,FBtr0084410,FBtr0084410,23358812,23359928,23358812,854,6
FBgn0002626,RpL32,Ribosomal protein L32,3R,30045229,30046161,FBtr0114555,FBtr0114555,30045257,30046140,30046140,747,12
FBgn0002629,E(spl)m4-BFM,"Enhancer of split m4, Bearded family member",3R,26023821,26024579,FBtr0084980,FBtr0084980,26023821,26024579,26024579,759,3
FBgn0002631,E(spl)m5-HLH,"Enhancer of split m5, helix-loop-helix",3R,26028854,26029735,FBtr0084979,FBtr0084979,26028854,26029735,26029735,882,3
FBgn0002632,E(spl)m6-BFM,"Enhancer of split m6, Bearded family member",3R,26032911,26034047,FBtr0084959,FBtr0084959,26032911,26034047,26032911,1137,3
FBgn0002633,E(spl)m7-HLH,"Enhancer of split m7, helix-loop-helix",3R,26037038,26038019,FBtr0084960,FBtr0084960,26037038,26038019,26037038,982,3
